"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"78",77.1297311638987,6.60239295082964,0,NA,NA,NA,NA,-2,-15.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"79",77.7385644115007,5.91708428000727,0,2177.90121483376,-22.9602991229274,0,NA,-3,-16,95.091102952913,-25.3100021868944,-22.1300022579729,0,0,NA,NA,1850,2750,0,0,0,"MODIS"
"80",77.074382686844,6.66469373908622,0,2351.67511031214,-23.0925858790172,0,NA,-2,-15,95.0446254284315,-26.0300021708011,-20.1400023024529,0,0,NA,NA,2050,2750,0,0,0,"MODIS"
"81",76.4138636095141,7.37643488872352,0,2735.97571404139,-25.2091008722323,0,NA,-1,-14,94.9871831708569,-27.4400021392852,-23.6900022231042,0,0,NA,NA,2550,3000,0,0,0,"MODIS"
"82",75.7757545623546,8.03968728025004,0,2949.76376521897,-26.0780468726139,0,NA,0,-13,94.9210285298928,-28.5800021138042,-25.0700021922588,0,0,NA,NA,2750,3250,0,0,0,"MODIS"
"83",75.1557555510746,8.72899734532834,0,3114.74784988272,-26.4851038025341,0,NA,1,-12,94.8324296325254,-28.700002111122,-25.5200021822005,0,0,NA,NA,3000,3450,0,0,0,"MODIS"
"84",74.5471898537124,9.36349337405298,0,3356.89947089947,-27.5548444647582,0,NA,2,-11,94.7412994708995,-29.6400020901114,-25.6000021804124,0,0,NA,NA,3200,3500,0,0,0,"MODIS"
"85",73.953158581904,9.92483879387904,0,3477.17441325357,-27.7317071488696,0,NA,3,-10,94.6549332719742,-31.7300020433962,-24.4900022052228,0,0,NA,NA,3000,3950,0,0,0,"MODIS"
"86",76.6890798917349,7.07987607637464,0,2363.09388497386,-22.6275073580751,0,NA,-3,-14.4166666666667,89.4228493524199,-25.3900021851063,-19.9200023073703,0,0,NA,NA,2050,2750,0,0,0,"MODIS"
"87",76.0416333320044,7.76333211711399,0,2638.7092823904,-24.0183882064561,0,NA,-2,-13.4166666666667,89.1038329659564,-27.2200021442026,-21.800002265349,0,0,NA,NA,2500,3000,0,0,0,"MODIS"
